Frame_length_stored_into_the_capture_file_per_100msec,Length_per_100msec,L2CAP_count_per_100msec,HCI_ACL_count_per_100msec,HCI_CMD_count_per_100msec,HCI_EVT_count_per_100msec,Received_count_per_100msec,Sent_count_per_100msec,ACL_Data_count_per_100msec,HCI_Evnt_count_per_100msec,Unknown_count_per_100msec,Master_count_per_100msec,Slave_count_per_100msec,ubuntu_count_per_100msec,Destination_BDADDR_count_per_100msec,Source_BDADDR_count_per_100msec,ubuntu_count_per_100msec,Read_RSSI_count_per_100msec,Read_Tx_Power_Level_count_per_100msec,Read_Link_Quality_count_per_100msec,Command_Complete_count_per_100msec,Disconnect_complete_count_per_100msec,Label
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,549,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,549,2,0
122.24,113.56,0.68,0,0,0.32,0.66,0.34,0.68,0.32,0,0.34,0.34,0,14.28,18.7,0,0,0,0,549,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,549,2,0
112.17,103.54,0.62,0,0.03,0.35,0.66,0.34,0.62,0.35,0,0.31,0.31,0,13.02,17.05,0,0.01,0.01,0,550.38,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,552,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,552,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,552,2,0
113.85,105.21,0.63,0,0.03,0.34,0.65,0.35,0.63,0.34,0,0.31,0.32,0,13.24,17.31,0,0.01,0.01,0,554.4,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,555,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,555,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,555,2,0
117.14,108.55,0.65,0.02,0,0.33,0.68,0.32,0.67,0.33,0,0.35,0.32,0,14.04,18.47,0,0,0,0,555,2,0
118.86,110.22,0.66,0,0.01,0.33,0.66,0.34,0.66,0.33,0,0.33,0.33,0,13.86,18.15,0,0.01,0,0,555,2,0
115.55,106.88,0.64,0,0.02,0.34,0.66,0.34,0.64,0.34,0,0.32,0.32,0,13.44,17.6,0,0,0.01,0,557.73,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,558,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,558,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,558,2,0
112.17,103.54,0.62,0,0.03,0.35,0.66,0.34,0.62,0.35,0,0.31,0.31,0,13.02,17.05,0,0.01,0.01,0,558.75,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,561,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,561,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,561,2,0
122.24,113.56,0.68,0,0,0.32,0.66,0.34,0.68,0.32,0,0.34,0.34,0,14.28,18.7,0,0,0,0,561,2,0
115.53,106.88,0.64,0,0.03,0.33,0.65,0.35,0.64,0.33,0,0.32,0.32,0,13.44,17.6,0,0.01,0.01,0,561.63,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,564,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,564,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,564,2,0
122.24,113.56,0.68,0,0,0.32,0.66,0.34,0.68,0.32,0,0.34,0.34,0,14.28,18.7,0,0,0,0,564,2,0
113.85,105.21,0.63,0,0.03,0.34,0.66,0.34,0.63,0.34,0,0.32,0.31,0,13.22,17.34,0,0.01,0.01,0,565.71,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,567,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,567,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,567,2,0
117.14,108.55,0.65,0.02,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,567,2,0
113.85,105.21,0.63,0,0.03,0.34,0.66,0.34,0.63,0.34,0,0.32,0.31,0,13.22,17.34,0,0.01,0.01,0,569.64,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,570,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,570,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,570,2,0
113.85,105.21,0.63,0,0.03,0.34,0.65,0.35,0.63,0.34,0,0.31,0.32,0,13.24,17.31,0,0.01,0.01,0,570.24,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,573,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,573,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,573,2,0
113.85,105.21,0.63,0,0.03,0.34,0.66,0.34,0.63,0.34,0,0.32,0.31,0,13.22,17.34,0,0.01,0.01,0,574.49,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,576,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,576,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,576,2,0
112.17,103.54,0.62,0,0.03,0.35,0.66,0.34,0.62,0.35,0,0.31,0.31,0,13.02,17.05,0,0.01,0.01,0,577.74,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,579,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,579,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,579,2,0
113.85,105.21,0.63,0,0.03,0.34,0.65,0.35,0.63,0.34,0,0.31,0.32,0,13.24,17.31,0,0.01,0.01,0,580.92,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,582,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,582,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,582,2,0
113.85,105.21,0.63,0,0.03,0.34,0.66,0.34,0.63,0.34,0,0.32,0.31,0,13.22,17.34,0,0.01,0.01,0,584.25,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,585,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,585,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,585,2,0
112.17,103.54,0.62,0,0.03,0.35,0.66,0.34,0.62,0.35,0,0.31,0.31,0,13.02,17.05,0,0.01,0.01,0,587.61,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,588,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,588,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,588,2,0
115.51,106.88,0.64,0,0.03,0.33,0.65,0.35,0.64,0.33,0,0.32,0.32,0,13.44,17.6,0,0.01,0.01,0,588.13,2,0
118.9,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,590.96,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,591,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,591,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,591,2,0
115.5,106.88,0.64,0,0.02,0.34,0.66,0.34,0.64,0.34,0,0.32,0.32,0,13.44,17.6,0,0.01,0,0,591.05,2,0
117.23,108.55,0.65,0,0.01,0.34,0.67,0.33,0.65,0.34,0,0.33,0.32,0,13.64,17.89,0,0,0.01,0,593.95,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,594,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,594,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,594,2,0
112.17,103.54,0.62,0,0.03,0.35,0.66,0.34,0.62,0.35,0,0.31,0.31,0,13.02,17.05,0,0.01,0.01,0,594.69,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,597,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,597,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,597,2,0
122.24,113.56,0.68,0,0,0.32,0.66,0.34,0.68,0.32,0,0.34,0.34,0,14.28,18.7,0,0,0,0,597,2,0
113.85,105.21,0.63,0,0.03,0.34,0.65,0.35,0.63,0.34,0,0.31,0.32,0,13.24,17.31,0,0.01,0.01,0,599.01,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,600,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,600,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,600,2,0
113.85,105.21,0.63,0,0.03,0.34,0.65,0.35,0.63,0.34,0,0.31,0.32,0,13.24,17.31,0,0.01,0.01,0,600.45,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,603,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,603,2,0
117.14,108.55,0.65,0.02,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,603,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,603,2,0
113.85,105.21,0.63,0,0.03,0.34,0.65,0.35,0.63,0.34,0,0.31,0.32,0,13.24,17.31,0,0.01,0.01,0,603.39,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,606,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,606,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,606,2,0
113.85,105.21,0.63,0,0.03,0.34,0.66,0.34,0.63,0.34,0,0.32,0.31,0,13.22,17.34,0,0.01,0.01,0,607.14,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,609,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,609,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,609,2,0
122.24,113.56,0.68,0,0,0.32,0.66,0.34,0.68,0.32,0,0.34,0.34,0,14.28,18.7,0,0,0,0,609,2,0
112.17,103.54,0.62,0,0.03,0.35,0.66,0.34,0.62,0.35,0,0.31,0.31,0,13.02,17.05,0,0.01,0.01,0,610.65,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,612,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,612,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,612,2,0
113.85,105.21,0.63,0,0.03,0.34,0.66,0.34,0.63,0.34,0,0.32,0.31,0,13.22,17.34,0,0.01,0.01,0,613.56,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,615,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,615,2,0
122.24,113.56,0.68,0,0,0.32,0.66,0.34,0.68,0.32,0,0.34,0.34,0,14.28,18.7,0,0,0,0,615,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,615,2,0
115.5,106.88,0.64,0,0.02,0.34,0.66,0.34,0.64,0.34,0,0.32,0.32,0,13.44,17.6,0,0.01,0,0,615.03,2,0
117.23,108.55,0.65,0,0.01,0.34,0.67,0.33,0.65,0.34,0,0.33,0.32,0,13.64,17.89,0,0,0.01,0,617.88,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,618,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,618,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,618,2,0
112.17,103.54,0.62,0,0.03,0.35,0.66,0.34,0.62,0.35,0,0.31,0.31,0,13.02,17.05,0,0.01,0.01,0,618.81,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,621,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,621,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,621,2,0
122.24,113.56,0.68,0,0,0.32,0.66,0.34,0.68,0.32,0,0.34,0.34,0,14.28,18.7,0,0,0,0,621,2,0
113.85,105.21,0.63,0,0.03,0.34,0.66,0.34,0.63,0.34,0,0.32,0.31,0,13.22,17.34,0,0.01,0.01,0,622.95,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,624,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,624,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,624,2,0
113.85,105.21,0.63,0,0.03,0.34,0.65,0.35,0.63,0.34,0,0.31,0.32,0,13.24,17.31,0,0.01,0.01,0,626.61,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,627,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,627,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,627,2,0
112.17,103.54,0.62,0,0.03,0.35,0.66,0.34,0.62,0.35,0,0.31,0.31,0,13.02,17.05,0,0.01,0.01,0,627.96,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,630,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,630,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,630,2,0
115.53,106.88,0.64,0,0.03,0.33,0.65,0.35,0.64,0.33,0,0.32,0.32,0,13.44,17.6,0,0.01,0.01,0,631.02,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,633,2,0
122.24,113.56,0.68,0,0,0.32,0.66,0.34,0.68,0.32,0,0.34,0.34,0,14.28,18.7,0,0,0,0,633,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,633,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,633,2,0
112.17,103.54,0.62,0,0.03,0.35,0.66,0.34,0.62,0.35,0,0.31,0.31,0,13.02,17.05,0,0.01,0.01,0,634.5,2,0
122.24,113.56,0.68,0,0,0.32,0.66,0.34,0.68,0.32,0,0.34,0.34,0,14.28,18.7,0,0,0,0,636,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,636,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,636,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,636,2,0
112.17,103.54,0.62,0,0.03,0.35,0.66,0.34,0.62,0.35,0,0.31,0.31,0,13.02,17.05,0,0.01,0.01,0,637.89,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,639,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,639,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,639,2,0
113.85,105.21,0.63,0,0.03,0.34,0.65,0.35,0.63,0.34,0,0.31,0.32,0,13.24,17.31,0,0.01,0.01,0,641.31,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,642,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,642,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,642,2,0
122.24,113.56,0.68,0,0,0.32,0.66,0.34,0.68,0.32,0,0.34,0.34,0,14.28,18.7,0,0,0,0,642,2,0
115.5,106.88,0.64,0,0.02,0.34,0.66,0.34,0.64,0.34,0,0.32,0.32,0,13.44,17.6,0,0.01,0,0,642.05,2,0
117.23,108.55,0.65,0,0.01,0.34,0.67,0.33,0.65,0.34,0,0.33,0.32,0,13.64,17.89,0,0,0.01,0,644.89,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,645,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,645,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,645,2,0
112.17,103.54,0.62,0,0.03,0.35,0.66,0.34,0.62,0.35,0,0.31,0.31,0,13.02,17.05,0,0.01,0.01,0,646.38,2,0
118.82,110.22,0.66,0.02,0,0.32,0.67,0.33,0.68,0.32,0,0.35,0.33,0,14.26,18.73,0,0,0,0,648,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,648,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,648,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,648,2,0
118.86,110.22,0.66,0,0.01,0.33,0.66,0.34,0.66,0.33,0,0.33,0.33,0,13.86,18.15,0,0.01,0,0,648,2,0
113.87,105.21,0.63,0,0.02,0.35,0.66,0.34,0.63,0.35,0,0.31,0.32,0,13.24,17.31,0,0,0.01,0,650.83,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,651,2,0
122.24,113.56,0.68,0,0,0.32,0.66,0.34,0.68,0.32,0,0.34,0.34,0,14.28,18.7,0,0,0,0,651,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,651,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,651,2,0
112.17,103.54,0.62,0,0.03,0.35,0.66,0.34,0.62,0.35,0,0.31,0.31,0,13.02,17.05,0,0.01,0.01,0,652.4,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,654,2,0
122.24,113.56,0.68,0,0,0.32,0.66,0.34,0.68,0.32,0,0.34,0.34,0,14.28,18.7,0,0,0,0,654,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,654,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,654,2,0
112.17,103.54,0.62,0,0.03,0.35,0.66,0.34,0.62,0.35,0,0.31,0.31,0,13.02,17.05,0,0.01,0.01,0,655.41,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,657,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,657,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,657,2,0
112.17,103.54,0.62,0,0.03,0.35,0.66,0.34,0.62,0.35,0,0.31,0.31,0,13.02,17.05,0,0.01,0.01,0,658.74,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,660,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,660,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,660,2,0
112.17,103.54,0.62,0,0.03,0.35,0.66,0.34,0.62,0.35,0,0.31,0.31,0,13.02,17.05,0,0.01,0.01,0,662.46,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,663,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,663,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,663,2,0
115.51,106.88,0.64,0,0.03,0.33,0.65,0.35,0.64,0.33,0,0.32,0.32,0,13.44,17.6,0,0.01,0.01,0,663.16,2,0
117.22,108.55,0.65,0,0,0.35,0.68,0.32,0.65,0.35,0,0.33,0.32,0,13.64,17.89,0,0,0,0,665.99,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,666,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,666,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,666,2,0
112.17,103.54,0.62,0,0.03,0.35,0.66,0.34,0.62,0.35,0,0.31,0.31,0,13.02,17.05,0,0.01,0.01,0,667.41,2,0
122.24,113.56,0.68,0,0,0.32,0.66,0.34,0.68,0.32,0,0.34,0.34,0,14.28,18.7,0,0,0,0,669,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,669,2,0
113.85,105.21,0.63,0,0.03,0.34,0.66,0.34,0.63,0.34,0,0.32,0.31,0,13.22,17.34,0,0.01,0.01,0,670.95,2,0
118.88,110.22,0.66,0,0,0.34,0.67,0.33,0.66,0.34,0,0.33,0.33,0,13.86,18.15,0,0,0,0,672,2,0
120.56,111.89,0.67,0,0,0.33,0.66,0.34,0.67,0.33,0,0.33,0.34,0,14.08,18.41,0,0,0,0,672,2,0
120.56,111.89,0.67,0,0,0.33,0.67,0.33,0.67,0.33,0,0.34,0.33,0,14.06,18.44,0,0,0,0,672,2,0
